"Text","Target"
"humanity make a space elevator and find out all the religious text be wrong hell be in the sky and now there be","1.0"
"do you want me to shoot up the school on monday i be leave right now right now before the cop search my bag","2.0"
"someone make jeff weiss school and release it march on the anniversary","1.0"
"boy band the absence of modern talk offends my sensibility no girl could resist their luscious hair and cheerful good look","1.0"
"in honor of evangelist come back into the public eye l we forget the classic most important gear for you and your","1.0"
"everyone name sam be actually a surface to air missile in disguise ask","0.0"
"be you a virgin you believe that a degenerate capitalistic system result in a commodification of sexuality this enables the creation of a cultural notion that premarital sexuality be acceptable this result in sexuality become widespread this have three primary consequence the first be that there be some male who believe that the existence of this attitude of sexuality be a justification of date rape which cause instance of it to increase the second be that the existence of this attitude destroys the significance of marriage few people get married and of the people who do get married more divorce the third be that the prevalence of sexuality result in more abortion and more unwanted child than would otherwise result you believe that it would be desirable to outlaw premarital sex to because a gradual cultural shift away from all of this and i would like you to briefly elaborate on something so that i can well understand your position what be it about marriage that appeal to you and why do you oppose the prevalence of divorce","1.0"
"why do exhume cover material girl and why do i love it","0.0"
"participate in a local theater production prove that the stage belongs to every age theater production senior actor","0.0"
"ill be advised bring up a highpoint target to your school to shoot the other kid that annoy me and if i be explain how i be go to do it shoot up less warn their friend say id who you be pas through the metal detector without opening their bag they plan to go to the teacher bathroom now to just load the gun and start from it there that they will never know","2.0"
